time,active_links,d0_x,d0_y,d0_z,d1_x,d1_y,d1_z,d2_x,d2_y,d2_z,d3_x,d3_y,d3_z
7.9500,6,-4.000,4.000,5.390,4.000,4.000,5.334,-4.000,-4.000,3.761,4.000,-4.000,4.997
7.9600,6,-4.000,4.000,5.390,4.000,4.000,5.334,-4.000,-4.000,3.761,4.000,-4.000,4.997
7.9700,6,-4.000,4.000,5.390,4.000,4.000,5.334,-4.000,-4.000,3.761,4.000,-4.000,4.997
7.9800,6,-4.000,4.000,5.390,4.000,4.000,5.334,-4.000,-4.000,3.761,4.000,-4.000,4.998
7.9900,6,-4.000,4.000,5.390,4.000,4.000,5.334,-4.000,-4.000,3.761,4.000,-4.000,4.998
8.0000,6,-4.000,4.000,5.390,4.000,4.000,5.334,-4.000,-4.000,3.761,4.000,-4.000,4.999
8.0100,6,-4.000,4.000,5.390,4.000,4.000,5.334,-4.000,-4.000,3.761,4.000,-4.000,5.000
8.0200,6,-4.000,4.000,5.390,4.000,4.000,5.334,-4.000,-4.000,3.761,4.000,-4.000,5.000
8.0300,6,-4.000,4.000,5.390,4.000,4.000,5.334,-4.000,-4.000,3.761,4.000,-4.000,4.999
8.0400,6,-4.000,4.000,5.390,4.000,4.000,5.334,-4.000,-4.000,3.761,4.000,-4.000,4.999
8.0500,6,-4.000,4.000,5.390,4.000,4.000,5.334,-4.000,-4.000,3.761,4.000,-4.000,4.998
8.0600,6,-4.000,4.000,5.390,4.000,4.000,5.334,-4.000,-4.000,3.761,4.000,-4.000,4.998
8.0700,6,-4.000,4.000,5.390,4.000,4.000,5.334,-4.000,-4.000,3.762,4.000,-4.000,4.998
8.0800,6,-4.000,4.000,5.390,4.000,4.000,5.334,-4.000,-4.000,3.762,4.000,-4.000,4.999
8.0900,6,-4.000,4.000,5.390,4.000,4.000,5.334,-4.000,-4.000,3.762,4.000,-4.000,4.999
8.1000,6,-4.000,4.000,5.390,4.000,4.000,5.334,-4.000,-4.000,3.762,4.000,-4.000,5.000
8.1100,6,-4.000,4.000,5.391,4.000,4.000,5.334,-4.000,-4.000,3.762,4.000,-4.000,5.000
8.1200,6,-4.000,4.000,5.391,4.000,4.000,5.334,-4.000,-4.000,3.762,4.000,-4.000,5.000
8.1300,6,-4.000,4.000,5.391,4.000,4.000,5.334,-4.000,-4.000,3.762,4.000,-4.000,5.000
8.1400,6,-4.000,4.000,5.391,4.000,4.000,5.334,-4.000,-4.000,3.762,4.000,-4.000,5.000
8.1500,6,-4.000,4.000,5.391,4.000,4.000,5.334,-4.000,-4.000,3.762,4.000,-4.000,4.999
8.1600,6,-4.000,4.000,5.391,4.000,4.000,5.334,-4.000,-4.000,3.762,4.000,-4.000,4.999
8.1700,6,-4.000,4.000,5.391,4.000,4.000,5.334,-4.000,-4.000,3.762,4.000,-4.000,4.999
8.1800,6,-4.000,4.000,5.391,4.000,4.000,5.334,-4.000,-4.000,3.762,4.000,-4.000,5.000
8.1900,6,-4.000,4.000,5.391,4.000,4.000,5.334,-4.000,-4.000,3.762,4.000,-4.000,5.000
8.2000,6,-4.000,4.000,5.391,4.000,4.000,5.334,-4.000,-4.000,3.762,4.000,-4.000,5.000
8.2100,6,-4.000,4.000,5.391,4.000,4.000,5.334,-4.000,-4.000,3.762,4.000,-4.000,5.000
8.2200,6,-4.000,4.000,5.391,4.000,4.000,5.334,-4.000,-4.000,3.762,4.000,-4.000,5.000
8.2300,6,-4.000,4.000,5.391,4.000,4.000,5.334,-4.000,-4.000,3.762,4.000,-4.000,5.000
8.2400,6,-4.000,4.000,5.391,4.000,4.000,5.334,-4.000,-4.000,3.762,4.000,-4.000,4.999
8.2500,6,-4.000,4.000,5.391,4.000,4.000,5.334,-4.000,-4.000,3.762,4.000,-4.000,4.999
8.2600,6,-4.000,4.000,5.391,4.000,4.000,5.334,-4.000,-4.000,3.763,4.000,-4.000,4.999
8.2700,6,-4.000,4.000,5.391,4.000,4.000,5.334,-4.000,-4.000,3.763,4.000,-4.000,4.999
8.2800,6,-4.000,4.000,5.391,4.000,4.000,5.334,-4.000,-4.000,3.763,4.000,-4.000,4.999
8.2900,6,-4.000,4.000,5.392,4.000,4.000,5.334,-4.000,-4.000,3.763,4.000,-4.000,5.000
8.3000,6,-4.000,4.000,5.392,4.000,4.000,5.334,-4.000,-4.000,3.763,4.000,-4.000,5.000
8.3100,6,-4.000,4.000,5.392,4.000,4.000,5.334,-4.000,-4.000,3.763,4.000,-4.000,5.000
8.3200,6,-4.000,4.000,5.392,4.000,4.000,5.334,-4.000,-4.000,3.763,4.000,-4.000,5.000
8.3300,6,-4.000,4.000,5.392,4.000,4.000,5.334,-4.000,-4.000,3.763,4.000,-4.000,5.000
8.3400,6,-4.000,4.000,5.392,4.000,4.000,5.334,-4.000,-4.000,3.763,4.000,-4.000,4.999
8.3500,6,-4.000,4.000,5.392,4.000,4.000,5.334,-4.000,-4.000,3.763,4.000,-4.000,4.999
8.3600,6,-4.000,4.000,5.392,4.000,4.000,5.334,-4.000,-4.000,3.763,4.000,-4.000,4.999
8.3700,6,-4.000,4.000,5.392,4.000,4.000,5.334,-4.000,-4.000,3.763,4.000,-4.000,4.999
8.3800,6,-4.000,4.000,5.392,4.000,4.000,5.334,-4.000,-4.000,3.763,4.000,-4.000,5.000
8.3900,6,-4.000,4.000,5.392,4.000,4.000,5.334,-4.000,-4.000,3.763,4.000,-4.000,5.000
8.4000,6,-4.000,4.000,5.392,4.000,4.000,5.334,-4.000,-4.000,3.763,4.000,-4.000,5.000
8.4100,6,-4.000,4.000,5.392,4.000,4.000,5.334,-4.000,-4.000,3.763,4.000,-4.000,5.000
8.4200,6,-4.000,4.000,5.392,4.000,4.000,5.334,-4.000,-4.000,3.763,4.000,-4.000,5.000
8.4300,6,-4.000,4.000,5.392,4.000,4.000,5.334,-4.000,-4.000,3.763,4.000,-4.000,5.000
8.4400,6,-4.000,4.000,5.392,4.000,4.000,5.334,-4.000,-4.000,3.763,4.000,-4.000,5.000
8.4500,6,-4.000,4.000,5.392,4.000,4.000,5.334,-4.000,-4.000,3.763,4.000,-4.000,4.999
8.4600,6,-4.000,4.000,5.392,4.000,4.000,5.334,-4.000,-4.000,3.763,4.000,-4.000,4.999
8.4700,6,-4.000,4.000,5.392,4.000,4.000,5.334,-4.000,-4.000,3.763,4.000,-4.000,4.999
8.4800,6,-4.000,4.000,5.392,4.000,4.000,5.334,-4.000,-4.000,3.763,4.000,-4.000,5.000
8.4900,6,-4.000,4.000,5.392,4.000,4.000,5.334,-4.000,-4.000,3.764,4.000,-4.000,5.000
8.5000,6,-4.000,4.000,5.392,4.000,4.000,5.334,-4.000,-4.000,3.764,4.000,-4.000,5.000
8.5100,6,-4.000,4.000,5.393,4.000,4.000,5.334,-4.000,-4.000,3.764,4.000,-4.000,4.999
8.5200,6,-4.000,4.000,5.393,4.000,4.000,5.334,-4.000,-4.000,3.764,4.000,-4.000,4.998
8.5300,6,-4.000,4.000,5.393,4.000,4.000,5.334,-4.000,-4.000,3.764,4.000,-4.000,4.997
8.5400,6,-4.000,4.000,5.393,4.000,4.000,5.334,-4.000,-4.000,3.764,4.000,-4.000,4.997
8.5500,6,-4.000,4.000,5.393,4.000,4.000,5.334,-4.000,-4.000,3.764,4.000,-4.000,4.996
8.5600,6,-4.000,4.000,5.393,4.000,4.000,5.334,-4.000,-4.000,3.764,4.000,-4.000,4.996
8.5700,6,-4.000,4.000,5.393,4.000,4.000,5.334,-4.000,-4.000,3.764,4.000,-4.000,4.997
8.5800,6,-4.000,4.000,5.393,4.000,4.000,5.334,-4.000,-4.000,3.764,4.000,-4.000,4.997
8.5900,6,-4.000,4.000,5.393,4.000,4.000,5.334,-4.000,-4.000,3.764,4.000,-4.000,4.998
8.6000,6,-4.000,4.000,5.393,4.000,4.000,5.334,-4.000,-4.000,3.764,4.000,-4.000,4.999
8.6100,6,-4.000,4.000,5.393,4.000,4.000,5.334,-4.000,-4.000,3.764,4.000,-4.000,5.000
8.6200,6,-4.000,4.000,5.393,4.000,4.000,5.334,-4.000,-4.000,3.764,4.000,-4.000,5.001
8.6300,6,-4.000,4.000,5.393,4.000,4.000,5.334,-4.000,-4.000,3.764,4.000,-4.000,5.002
8.6400,6,-4.000,4.000,5.393,4.000,4.000,5.334,-4.000,-4.000,3.764,4.000,-4.000,5.001
8.6500,6,-4.000,4.000,5.393,4.000,4.000,5.334,-4.000,-4.000,3.764,4.000,-4.000,4.999
8.6600,6,-4.000,4.000,5.393,4.000,4.000,5.334,-4.000,-4.000,3.764,4.000,-4.000,4.998
8.6700,6,-4.000,4.000,5.393,4.000,4.000,5.334,-4.000,-4.000,3.764,4.000,-4.000,4.997
8.6800,6,-4.000,4.000,5.393,4.000,4.000,5.334,-4.000,-4.000,3.764,4.000,-4.000,4.997
8.6900,6,-4.000,4.000,5.393,4.000,4.000,5.334,-4.000,-4.000,3.764,4.000,-4.000,4.996
8.7000,6,-4.000,4.000,5.393,4.000,4.000,5.334,-4.000,-4.000,3.764,4.000,-4.000,4.996
8.7100,6,-4.000,4.000,5.393,4.000,4.000,5.334,-4.000,-4.000,3.764,4.000,-4.000,4.996
8.7200,6,-4.000,4.000,5.393,4.000,4.000,5.334,-4.000,-4.000,3.764,4.000,-4.000,4.996
8.7300,6,-4.000,4.000,5.393,4.000,4.000,5.334,-4.000,-4.000,3.764,4.000,-4.000,4.997
8.7400,6,-4.000,4.000,5.393,4.000,4.000,5.334,-4.000,-4.000,3.764,4.000,-4.000,4.998
8.7500,6,-4.000,4.000,5.393,4.000,4.000,5.334,-4.000,-4.000,3.764,4.000,-4.000,4.999
8.7600,6,-4.000,4.000,5.393,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,5.000
8.7700,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,5.001
8.7800,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,5.001
8.7900,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,5.001
8.8000,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,4.999
8.8100,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,4.998
8.8200,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,4.997
8.8300,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,4.997
8.8400,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,4.996
8.8500,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,4.996
8.8600,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,4.996
8.8700,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,4.997
8.8800,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,4.997
8.8900,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,4.998
8.9000,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,4.999
8.9100,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,5.000
8.9200,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,5.001
8.9300,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,5.002
8.9400,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,5.001
8.9500,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,5.000
8.9600,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,4.999
8.9700,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,4.998
8.9800,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,4.997
8.9900,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,4.997
9.0000,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,4.997
9.0100,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,4.997
9.0200,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,4.997
9.0300,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,4.998
9.0400,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,4.998
9.0500,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,4.999
9.0600,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,5.000
9.0700,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,5.001
9.0800,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,5.000
9.0900,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,4.998
9.1000,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,4.997
9.1100,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.765,4.000,-4.000,4.996
9.1200,6,-4.000,4.000,5.394,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.995
9.1300,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.995
9.1400,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.994
9.1500,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.994
9.1600,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.995
9.1700,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.995
9.1800,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.996
9.1900,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.996
9.2000,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.997
9.2100,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.999
9.2200,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,5.000
9.2300,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,5.001
9.2400,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,5.000
9.2500,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.999
9.2600,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.998
9.2700,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.997
9.2800,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.997
9.2900,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.996
9.3000,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.996
9.3100,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.996
9.3200,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.997
9.3300,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.997
9.3400,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.998
9.3500,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.999
9.3600,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,5.000
9.3700,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,5.001
9.3800,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,5.000
9.3900,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.999
9.4000,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.997
9.4100,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.996
9.4200,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.996
9.4300,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.995
9.4400,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.995
9.4500,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.995
9.4600,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.995
9.4700,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.996
9.4800,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.996
9.4900,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.997
9.5000,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.998
9.5100,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,5.000
9.5200,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,5.001
9.5300,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,5.002
9.5400,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,5.001
9.5500,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,5.000
9.5600,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.999
9.5700,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.998
9.5800,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.998
9.5900,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.997
9.6000,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.997
9.6100,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.997
9.6200,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.766,4.000,-4.000,4.998
9.6300,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,4.999
9.6400,6,-4.000,4.000,5.395,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,4.999
9.6500,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,5.000
9.6600,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,5.001
9.6700,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,5.000
9.6800,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,4.999
9.6900,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,4.999
9.7000,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,4.999
9.7100,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,4.999
9.7200,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,4.999
9.7300,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,5.000
9.7400,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,5.000
9.7500,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,5.000
9.7600,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,5.000
9.7700,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,5.000
9.7800,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,5.000
9.7900,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,4.999
9.8000,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,4.999
9.8100,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,4.999
9.8200,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,5.000
9.8300,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,5.001
9.8400,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,5.000
9.8500,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,4.999
9.8600,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,4.998
9.8700,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,4.997
9.8800,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,4.997
9.8900,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,4.997
9.9000,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,4.997
9.9100,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,4.997
9.9200,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,4.997
9.9300,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,4.998
9.9400,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,4.999
9.9500,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,5.000
9.9600,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,5.000
9.9700,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,5.000
9.9800,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,4.999
9.9900,6,-4.000,4.000,5.396,4.000,4.000,5.334,-4.000,-4.000,3.767,4.000,-4.000,4.999
