time,active_links,d0_x,d0_y,d0_z,d1_x,d1_y,d1_z,d2_x,d2_y,d2_z,d3_x,d3_y,d3_z
2.3600,6,-4.000,4.000,4.255,4.000,4.000,4.602,-4.000,-4.000,3.023,4.000,-4.000,4.327
2.3700,6,-4.000,4.000,4.265,4.000,4.000,4.611,-4.000,-4.000,3.029,4.000,-4.000,4.337
2.3800,6,-4.000,4.000,4.275,4.000,4.000,4.621,-4.000,-4.000,3.035,4.000,-4.000,4.347
2.3900,6,-4.000,4.000,4.285,4.000,4.000,4.630,-4.000,-4.000,3.041,4.000,-4.000,4.358
2.4000,6,-4.000,4.000,4.295,4.000,4.000,4.639,-4.000,-4.000,3.047,4.000,-4.000,4.368
2.4100,6,-4.000,4.000,4.305,4.000,4.000,4.648,-4.000,-4.000,3.053,4.000,-4.000,4.378
2.4200,6,-4.000,4.000,4.315,4.000,4.000,4.656,-4.000,-4.000,3.058,4.000,-4.000,4.388
2.4300,6,-4.000,4.000,4.324,4.000,4.000,4.665,-4.000,-4.000,3.064,4.000,-4.000,4.398
2.4400,6,-4.000,4.000,4.334,4.000,4.000,4.674,-4.000,-4.000,3.070,4.000,-4.000,4.408
2.4500,6,-4.000,4.000,4.344,4.000,4.000,4.682,-4.000,-4.000,3.076,4.000,-4.000,4.417
2.4600,6,-4.000,4.000,4.353,4.000,4.000,4.690,-4.000,-4.000,3.081,4.000,-4.000,4.427
2.4700,6,-4.000,4.000,4.362,4.000,4.000,4.699,-4.000,-4.000,3.087,4.000,-4.000,4.436
2.4800,6,-4.000,4.000,4.372,4.000,4.000,4.707,-4.000,-4.000,3.092,4.000,-4.000,4.446
2.4900,6,-4.000,4.000,4.381,4.000,4.000,4.715,-4.000,-4.000,3.098,4.000,-4.000,4.455
2.5000,6,-4.000,4.000,4.390,4.000,4.000,4.723,-4.000,-4.000,3.103,4.000,-4.000,4.465
2.5100,6,-4.000,4.000,4.399,4.000,4.000,4.730,-4.000,-4.000,3.109,4.000,-4.000,4.474
2.5200,6,-4.000,4.000,4.408,4.000,4.000,4.738,-4.000,-4.000,3.114,4.000,-4.000,4.483
2.5300,6,-4.000,4.000,4.416,4.000,4.000,4.746,-4.000,-4.000,3.120,4.000,-4.000,4.492
2.5400,6,-4.000,4.000,4.425,4.000,4.000,4.753,-4.000,-4.000,3.125,4.000,-4.000,4.501
2.5500,6,-4.000,4.000,4.434,4.000,4.000,4.761,-4.000,-4.000,3.130,4.000,-4.000,4.510
2.5600,6,-4.000,4.000,4.443,4.000,4.000,4.768,-4.000,-4.000,3.135,4.000,-4.000,4.519
2.5700,6,-4.000,4.000,4.451,4.000,4.000,4.775,-4.000,-4.000,3.141,4.000,-4.000,4.527
2.5800,6,-4.000,4.000,4.460,4.000,4.000,4.783,-4.000,-4.000,3.146,4.000,-4.000,4.536
2.5900,6,-4.000,4.000,4.468,4.000,4.000,4.790,-4.000,-4.000,3.151,4.000,-4.000,4.544
2.6000,6,-4.000,4.000,4.476,4.000,4.000,4.797,-4.000,-4.000,3.156,4.000,-4.000,4.553
2.6100,6,-4.000,4.000,4.484,4.000,4.000,4.803,-4.000,-4.000,3.161,4.000,-4.000,4.561
2.6200,6,-4.000,4.000,4.493,4.000,4.000,4.810,-4.000,-4.000,3.166,4.000,-4.000,4.570
2.6300,6,-4.000,4.000,4.501,4.000,4.000,4.817,-4.000,-4.000,3.171,4.000,-4.000,4.578
2.6400,6,-4.000,4.000,4.509,4.000,4.000,4.824,-4.000,-4.000,3.176,4.000,-4.000,4.586
2.6500,6,-4.000,4.000,4.517,4.000,4.000,4.830,-4.000,-4.000,3.180,4.000,-4.000,4.594
2.6600,6,-4.000,4.000,4.524,4.000,4.000,4.837,-4.000,-4.000,3.185,4.000,-4.000,4.602
2.6700,6,-4.000,4.000,4.532,4.000,4.000,4.843,-4.000,-4.000,3.190,4.000,-4.000,4.610
2.6800,6,-4.000,4.000,4.540,4.000,4.000,4.849,-4.000,-4.000,3.195,4.000,-4.000,4.618
2.6900,6,-4.000,4.000,4.548,4.000,4.000,4.856,-4.000,-4.000,3.199,4.000,-4.000,4.626
2.7000,6,-4.000,4.000,4.555,4.000,4.000,4.862,-4.000,-4.000,3.204,4.000,-4.000,4.634
2.7100,6,-4.000,4.000,4.563,4.000,4.000,4.868,-4.000,-4.000,3.209,4.000,-4.000,4.641
2.7200,6,-4.000,4.000,4.570,4.000,4.000,4.874,-4.000,-4.000,3.213,4.000,-4.000,4.649
2.7300,6,-4.000,4.000,4.578,4.000,4.000,4.880,-4.000,-4.000,3.218,4.000,-4.000,4.657
2.7400,6,-4.000,4.000,4.585,4.000,4.000,4.885,-4.000,-4.000,3.222,4.000,-4.000,4.664
2.7500,6,-4.000,4.000,4.592,4.000,4.000,4.891,-4.000,-4.000,3.227,4.000,-4.000,4.671
2.7600,6,-4.000,4.000,4.599,4.000,4.000,4.897,-4.000,-4.000,3.231,4.000,-4.000,4.679
2.7700,6,-4.000,4.000,4.606,4.000,4.000,4.902,-4.000,-4.000,3.235,4.000,-4.000,4.686
2.7800,6,-4.000,4.000,4.614,4.000,4.000,4.908,-4.000,-4.000,3.240,4.000,-4.000,4.693
2.7900,6,-4.000,4.000,4.621,4.000,4.000,4.913,-4.000,-4.000,3.244,4.000,-4.000,4.700
2.8000,6,-4.000,4.000,4.627,4.000,4.000,4.919,-4.000,-4.000,3.248,4.000,-4.000,4.707
2.8100,6,-4.000,4.000,4.634,4.000,4.000,4.924,-4.000,-4.000,3.253,4.000,-4.000,4.714
2.8200,6,-4.000,4.000,4.641,4.000,4.000,4.929,-4.000,-4.000,3.257,4.000,-4.000,4.721
2.8300,6,-4.000,4.000,4.648,4.000,4.000,4.935,-4.000,-4.000,3.261,4.000,-4.000,4.728
2.8400,6,-4.000,4.000,4.655,4.000,4.000,4.940,-4.000,-4.000,3.265,4.000,-4.000,4.735
2.8500,6,-4.000,4.000,4.661,4.000,4.000,4.945,-4.000,-4.000,3.269,4.000,-4.000,4.742
2.8600,6,-4.000,4.000,4.668,4.000,4.000,4.950,-4.000,-4.000,3.273,4.000,-4.000,4.749
2.8700,6,-4.000,4.000,4.674,4.000,4.000,4.955,-4.000,-4.000,3.277,4.000,-4.000,4.755
2.8800,6,-4.000,4.000,4.681,4.000,4.000,4.960,-4.000,-4.000,3.281,4.000,-4.000,4.762
2.8900,6,-4.000,4.000,4.687,4.000,4.000,4.964,-4.000,-4.000,3.285,4.000,-4.000,4.768
2.9000,6,-4.000,4.000,4.693,4.000,4.000,4.969,-4.000,-4.000,3.289,4.000,-4.000,4.775
2.9100,6,-4.000,4.000,4.700,4.000,4.000,4.974,-4.000,-4.000,3.293,4.000,-4.000,4.781
2.9200,6,-4.000,4.000,4.706,4.000,4.000,4.978,-4.000,-4.000,3.297,4.000,-4.000,4.787
2.9300,6,-4.000,4.000,4.712,4.000,4.000,4.983,-4.000,-4.000,3.301,4.000,-4.000,4.794
2.9400,6,-4.000,4.000,4.718,4.000,4.000,4.987,-4.000,-4.000,3.305,4.000,-4.000,4.800
2.9500,6,-4.000,4.000,4.724,4.000,4.000,4.992,-4.000,-4.000,3.309,4.000,-4.000,4.806
2.9600,6,-4.000,4.000,4.730,4.000,4.000,4.996,-4.000,-4.000,3.312,4.000,-4.000,4.812
2.9700,6,-4.000,4.000,4.736,4.000,4.000,5.001,-4.000,-4.000,3.316,4.000,-4.000,4.818
2.9800,6,-4.000,4.000,4.742,4.000,4.000,5.005,-4.000,-4.000,3.320,4.000,-4.000,4.824
2.9900,6,-4.000,4.000,4.748,4.000,4.000,5.009,-4.000,-4.000,3.323,4.000,-4.000,4.830
3.0000,6,-4.000,4.000,4.754,4.000,4.000,5.013,-4.000,-4.000,3.327,4.000,-4.000,4.836
3.0100,6,-4.000,4.000,4.760,4.000,4.000,5.017,-4.000,-4.000,3.331,4.000,-4.000,4.842
3.0200,6,-4.000,4.000,4.765,4.000,4.000,5.021,-4.000,-4.000,3.334,4.000,-4.000,4.848
3.0300,6,-4.000,4.000,4.771,4.000,4.000,5.025,-4.000,-4.000,3.338,4.000,-4.000,4.854
3.0400,6,-4.000,4.000,4.776,4.000,4.000,5.029,-4.000,-4.000,3.341,4.000,-4.000,4.859
3.0500,6,-4.000,4.000,4.782,4.000,4.000,5.033,-4.000,-4.000,3.345,4.000,-4.000,4.865
3.0600,6,-4.000,4.000,4.788,4.000,4.000,5.037,-4.000,-4.000,3.348,4.000,-4.000,4.870
3.0700,6,-4.000,4.000,4.793,4.000,4.000,5.041,-4.000,-4.000,3.352,4.000,-4.000,4.876
3.0800,6,-4.000,4.000,4.798,4.000,4.000,5.045,-4.000,-4.000,3.355,4.000,-4.000,4.882
3.0900,6,-4.000,4.000,4.804,4.000,4.000,5.048,-4.000,-4.000,3.358,4.000,-4.000,4.887
3.1000,6,-4.000,4.000,4.809,4.000,4.000,5.052,-4.000,-4.000,3.362,4.000,-4.000,4.892
3.1100,6,-4.000,4.000,4.814,4.000,4.000,5.055,-4.000,-4.000,3.365,4.000,-4.000,4.898
3.1200,6,-4.000,4.000,4.819,4.000,4.000,5.059,-4.000,-4.000,3.368,4.000,-4.000,4.903
3.1300,6,-4.000,4.000,4.825,4.000,4.000,5.063,-4.000,-4.000,3.372,4.000,-4.000,4.908
3.1400,6,-4.000,4.000,4.830,4.000,4.000,5.066,-4.000,-4.000,3.375,4.000,-4.000,4.913
3.1500,6,-4.000,4.000,4.835,4.000,4.000,5.069,-4.000,-4.000,3.378,4.000,-4.000,4.919
3.1600,6,-4.000,4.000,4.840,4.000,4.000,5.073,-4.000,-4.000,3.381,4.000,-4.000,4.924
3.1700,6,-4.000,4.000,4.845,4.000,4.000,5.076,-4.000,-4.000,3.384,4.000,-4.000,4.929
3.1800,6,-4.000,4.000,4.850,4.000,4.000,5.079,-4.000,-4.000,3.388,4.000,-4.000,4.934
3.1900,6,-4.000,4.000,4.855,4.000,4.000,5.083,-4.000,-4.000,3.391,4.000,-4.000,4.939
3.2000,6,-4.000,4.000,4.859,4.000,4.000,5.086,-4.000,-4.000,3.394,4.000,-4.000,4.944
3.2100,6,-4.000,4.000,4.864,4.000,4.000,5.089,-4.000,-4.000,3.397,4.000,-4.000,4.948
3.2200,6,-4.000,4.000,4.869,4.000,4.000,5.092,-4.000,-4.000,3.400,4.000,-4.000,4.953
